,id,image_url,Brand,Manufacturer,Model,Model Year,Product Dimensions,Item model number,Ram Memory Installed Size,Operating System,Hardware Interface,Graphics Coprocessor,Resolution,Mounting Hardware,Number Of Items,Display Technology,Standing screen display size,Display Type,Supported Image Type,Screen Resolution,Audio Output Mode,Supported Audio Format,Speaker Surround Sound Channel Configuration,Power Source,Batteries Required,Refresh Rate,Connector Type,Mounting Type,Supports Bluetooth Technology,Country of Origin,Item Weight,product,rating,price,product_url,Batteries,Memory Storage Capacity,Viewing Angle,Image Aspect Ratio,Image Contrast Ratio,Audio Wattage,Batteries Included,Battery Cell Composition,Total Usb Ports,Remote Control Included?,Model Name,Tuner Technology,Special Features,Remote Control Description,Remote Control Type,Image Brightness,Voltage,Wattage,Maximum Operating Distance,Real Angle Of View,Media Format,Response Time,Includes Rechargable Battery,Compatible Devices,GSM frequencies,Processor Count,Aspect Ratio,Battery Power Rating,Digital Storage Capacity,Max Resolution,Package Dimensions,Battery Description,Battery Capacity,Audio Encoding,Audio Input,Imported By,Speakers Maximum Output Power,Speaker Connectivity,Contains Liquid Contents,Item part number,Maximum Memory Supported
197,78,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,L32M6-RA/L32M7-RA,2021.0,73 x 8.7 x 47.6 cm; 3.92 Kilograms,L32M6-RA/L32M7-RA,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1.0,LED,32 Inches,A+,JPEG,1366 x 768 pixels,Stereo,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-155-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_mtf,2 AAA batteries required.,8 GB,178 Degrees,16:09,,20 Watts,No,,2.0,Yes,Redmi Smart TV 32,NTSC,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,Ultra Bright Screen,240 Volts,50 Watts,8 Feet,178 Degrees,"AVI, MPEG",,,,,,,,,,,,,,,,,,,,
198,79,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021.0,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1.0,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_156_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-156-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_mtf,2 AAA batteries required. (included),8 GB,178 Degrees,16:09,3000:1,20 Watts,Yes,Manganese,2.0,Yes,KJW32SKHD,NTSC,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,High brightness,110 Volts,60 Watts,9 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,Android,60 Hz,,,,,,,,,,,,,,,,
199,80,https://images-eu.ssl-images-amazon.com/images/I/4120CzVIgYL._SX300_SY300_QL70_ML2_.jpg,VU,Vu Technologies Pvt. Ltd.,55QMP,2022.0,25.7 x 122.8 x 77.1 cm; 15.6 Kilograms,55QMP,3 GB,Android,"USB, HDMI",Advanced GPU,3840x2160 Pixels,"1-TV Unit, Remote Control, Power Cord, User Manual, Table Mount Stand, VESA Wall Mount Bracket, 2 AAA Batteries",1.0,QLED,55 Inches,A+,"GIF, JPEG",3840 x 2160 pixels,,"Mp3_audio, Wma",Dolby Atmos,AC,Yes,120 Hz,Wi-Fi,,Yes,India,15 kg 600 g,Vu 139 cm (55 inches) The Masterpiece Glo Series 4K Ultra HD Smart Android QLED TV 55QMP (Armani Gold) (2022 Model) | Built in 4.1 Speaker  ,4.6 out of 5 stars,"74,990",https://amazon.in/inches-Masterpiece-Android-55QMP-Speaker/dp/B09TBCKPLF/ref=sr_1_158?keywords=tv&qid=1660812307&sr=8-158,2 AAA batteries required. (included),,,16:09,1000000:1,100 Watts,Yes,Alkaline,,Yes,Vu Masterpiece,DVB-T2,,Universal,,,230 Volts,180 Watts,,,,7 Milliseconds,No,"Windows, Android, Macbook",,,,,,,,,,,,,,,,,
200,81,https://m.media-amazon.com/images/I/41+3k47ZRfL._SX300_SY300_.jpg,TCL,Mirc Electronics Ltd,43P617,2021.0,97 x 25.3 x 62.4 cm; 6.75 Kilograms,43P617,2 GB,Android,"USB, HDMI",Mali 470  3,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1.0,LED,43 Inches,HDR,"GIF, PNG, JPEG",3840 x 2160 pixels,,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,Yes,India,6 kg 750 g,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P617 (Black)  ,3.8 out of 5 stars,"31,990",https://amazon.in/TCL-inches-Certified-Android-43P617/dp/B09V13V6MH/ref=sr_1_160?keywords=tv&qid=1660812307&sr=8-160,2 AAA batteries required. (included),,,16:09,5000:1,24 Watts,Yes,Alkaline,,Yes,,DVB-T2,,Smart remote with Dedicated Hotkeys for quick and easy access | Hands free voice control,,,240 Volts,75 Watts,,,,9.5 Milliseconds,No,,,,,,,,,,,,,,,,,,
201,82,https://images-eu.ssl-images-amazon.com/images/I/51q899IcOWL._SY300_SX300_QL70_ML2_.jpg,TCL,Bhagwati Products Ltd,,2022.0,122.6 x 28 x 78.8 cm; 18.7 Kilograms,,3 GB,Android,"USB, HDMI, Headphone",G52(2EE)MP2,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1.0,Mini LED,55 Inches,HDR 10,"BMP, PNG, JPEG",3840 x 2160 pixels,,"Mp3_audio, Wma",Dolby Audio,AC,Yes,120 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,18 kg 700 g,TCL 138.7 cm (55 inches) 4K Ultra HD Smart Mini LED Google TV 55C835 (Black)  ,4.0 out of 5 stars,"1,19,990",https://amazon.in/TCL-138-7-inches-Google-55C835/dp/B0B1DQ9NBK/ref=sr_1_161?keywords=tv&qid=1660812307&sr=8-161,2 AAA batteries required. (included),32 GB,178 Degrees,16:09,6000:1,50 Watts,Yes,Alkaline,2.0,Yes,,DVB-T2,"Hands-Free Voice Control, 4K Google TV + HDR 10, AI-IN, T-cast | Apps: Netflix, Youtube, Prime Video & 7000+ Apps, Maximum Content: 10,62,000 Hours, Pure Entertainment",Smart remote with Dedicated Hotkeys for quick and easy access,"IR, Bluetooth",Ultra Brightness,240 Volts,240 Watts,9 Feet,178 Degrees,"AVI, MPEG",6.5 Milliseconds,No,,,,,,,,,,,,,,,,,,
202,83,https://images-eu.ssl-images-amazon.com/images/I/51Nc27X5e8L._SY300_SX300_QL70_ML2_.jpg,IFFALCON,TCL King Electrical Appliances Huizhou Co Ltd,55U61,2021.0,124 x 8.4 x 72.1 cm; 11.2 Kilograms,55U61,2 GB,Android,"USB, HDMI",Mali4703 600MHz~800MHz,3840 x 2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1.0,LED,55 Inches,A+ Grade,JPEG,3840 x 2160 pixels,Surround,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,,11 kg 200 g,iFFALCON 139 cm (55 inches) 4K Ultra HD Certified Android Smart LED TV 55U61 (Black)  ,4.3 out of 5 stars,"34,999",https://amazon.in/iFFALCON-inches-Certified-Android-55U61/dp/B0995VT6CX/ref=sr_1_162?keywords=tv&qid=1660812307&sr=8-162,2 AAA batteries required. (included),16 GB,178 Degrees,16:09,5000:1,24 Watts,Yes,Lithium Ion,,Yes,55U61,NTSC,"Google Assistant | 4K Android TV + HDR 10 | AI-IN | T-cast | Bluetooth 5.0 | Android P | Supported Apps : Netflix, Google Assistant, Android TV, Amazon Video, YouTube","One Click Netflix, Amazon Prime Video, ZEE5 and TCL Chanel Button | Google Assistant",,,,24 Watts,,,,6.5 Milliseconds,Yes,,,,,,,,,,,,,,,,,,
203,84,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,55Y72,2022.0,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,55Y72,2 GB,Android,,Mali-450 GPU,3840x2160 Pixels,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1.0,LED,55 Inches,IPS,"GIF, JPEG",,Surround,"Mp3_audio, Wma",DTS Surround | Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Top,Yes,India,10 kg 200 g,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,3.6 out of 5 stars,"39,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_165_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-165-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_btf,2 AAA batteries required. (included),16 GB,178 Degrees,16:09,4000:1,30 Watts,Yes,Lithium Ion,2.0,Yes,55Y72,PAL,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",High Brightness,200 Volts,150 Watts,15 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,"Android, Iphone",,,,,,,,,,,,,,,,,
204,85,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,32 SMART TV,2022.0,,32 SMART TV,1 GB,Android,"Ethernet, HDMI, USB 2.0",,1366768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1.0,LED,32 Inches,LED,,,Surround,"Mp3_audio, Wma",2,AC,No,60 Hz,"Wi-Fi, HDMI",Wall Mount,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_166_sspa%3Fkeywords%3Dtv%26qid%3D1660812307%26sr%3D8-166-spons%26psc%3D1&qualifier=1660812307&id=474073082653368&widgetName=sp_btf,,8 GB,178 Degrees,16:9,,20 Watts,,,2.0,Yes,NVA32SFR1,,,,IR,,240 Volts,48 Watts,7 Feet,,,8 Milliseconds,,,,,,,,,80 x 52 x 13 cm; 5 Kilograms,,,,,,,,,,
205,86,https://images-eu.ssl-images-amazon.com/images/I/41Ct5X8apmL._SY300_SX300_QL70_ML2_.jpg,CROMA,Veira Electronics Pvt.Ltd,CREL055USA024601,2022.0,123 x 27 x 77 cm; 7.3 Kilograms,CREL055USA024601,1.5 GB,Linux,"USB, HDMI, Headphone",,3840x2160 Pixels,"1 LED TV, 2 Table Top Stand, 1 User Manual, 1 Remote Control, 1 Wall Mount",1.0,LED,55 Inches,LED,,3840 x 2160 pixels,,,2.0,Corded Electric,No,60 Hz,HDMI,Wall Mount and Table Mount,,India,7 kg 300 g,Croma 140 cm (55 Inches) 4K Ultra HD Smart LED TV CREL055USA024601 (Black) (2022 Model)  ,3.7 out of 5 stars,"33,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A00622812JTLJYZC7002G&url=%2FCroma-Inches-Ultra-Smart-CREL055USA024601%2Fdp%2FB0B17FHC54%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dtv%26qid%3D1660812310%26sr%3D8-161-spons%26psc%3D1&qualifier=1660812310&id=939304222687299&widgetName=sp_atf_next,2 AAA batteries required. (included),8 GB,178 Degrees,16:9,5000:01,20 Watts,Yes,Alkaline,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,87,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB32E10SS,2020.0,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,AB32E10SS,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1.0,LED,32 Inches,LED,JPEG,1366 x 768 pixels,Surround,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dtv%26qid%3D1660812310%26sr%3D8-162-spons%26psc%3D1&qualifier=1660812310&id=939304222687299&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,88,https://images-eu.ssl-images-amazon.com/images/I/5130XP7IdsS._SY300_SX300_QL70_ML2_.jpg,Onida,MIRC ELECTRONICS LTD,42FIF,2021.0,95.1 x 59.4 x 21.8 cm; 6.4 Kilograms,42FIF,1 GB,FireOS,"USB, HDMI",MALI-450,1920x1080 Pixels,"1 LED TV Unit, 2 Stand Base, 1 User Manual,1 Warranty Card, 1 Remote Control, 2 AAA Battery",1.0,LED,42 Inches,VA,JPEG,1920 x 1080 pixels,,"Mp3_audio, Wma","Dolby, DTS Surround",AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,Yes,India,6 kg 400 g,Onida 107 cm (42 inches) Full HD Smart IPS LED Fire TV 42FIF (Black) (2021 Model) | Voice Remote with Alexa  ,4.1 out of 5 stars,"24,999",https://amazon.in/Onida-inches-Smart-42FIF-Remote/dp/B093HBJC51/ref=sr_1_163?keywords=tv&qid=1660812310&sr=8-163,2 AAA batteries required. (included),,,16:09,3000:01,20 Watts,Yes,Alkaline,,Yes,42FIF,PAL,,"Hot keys for Amazon Prime, Netflix, Youtube, Alexa voice assistant",,,230 Volts,80 Watts,,,,8 Milliseconds,No,,,,,,,,,,,,,,,,,,
208,89,https://images-eu.ssl-images-amazon.com/images/I/41ylee2VbPL._SY300_SX300_QL70_ML2_.jpg,SANSUI,Sansui,JSW43ASUHD,2022.0,107.5 x 14.3 x 66 cm; 6.75 Kilograms,JSW43ASUHD,2 GB,Android,Bluetooth,,3840x2160 Pixels,"1 TV Unit, 1 Remote Controller, 1 User Manual, 1 Warranty Card, 1 Wall Mount, 2 AAA Battery, 2 Base Stand, 4 Screws, 1 Mini AV Cable, 1 Power Cord",1.0,LED,43 Inches,A+,"GIF, JPEG",3840 x 2160 pixels,Surround,"MP3, WMA","Dolby Audio | DTS Studio Sound, Stereo Surround",AC,Yes,60 Hz,"Bluetooth, Wi-Fi, USB, Ethernet",Wall Mount & Table Top,Yes,India,6 kg 750 g,Sansui 109 cm (43 inches) 4K Ultra HD Certified Android LED TV JSW43ASUHD (Mystique Black) with Dolby Audio and DTS  ,3.4 out of 5 stars,"26,999",https://amazon.in/Sansui-Certified-Android-JSW43ASUHD-Mystique/dp/B09T2SJ5KG/ref=sr_1_164?keywords=tv&qid=1660812310&sr=8-164,2 AAA batteries required. (included),8 GB,178 Degrees,16:9,5000:1,20 Watts,Yes,Zinc Carbon,,Yes,,NTSC,"Android 10.0 (Certified by Google), Google Assistant, Alexa Enabled Support, Built-in Chromecast, Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Google Play | Voice Search Smart Remote","IR, Bluetooth,Google Voice Assistant","IR, Bluetooth,Google Voice Assistant",,110 Volts,100 Watts,9 Feet,,,8 Milliseconds,No,,,,,,,,,,,,,,,,,,
209,90,https://m.media-amazon.com/images/I/51+eSBaGDUL._SX300_SY300_.jpg,TCL,Bhagwati Products Ltd.,55C815,2020.0,122.7 x 6.4 x 78.3 cm; 17.8 Kilograms,55C815,2 GB,Android,"USB, HDMI",Mali4703 600MHz~800MHz,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1.0,QLED,55 Inches,A+,JPEG,3840 x 2160 pixels,,"Mp3_audio, Wma",Dolby Atmos,AC,Yes,60 Hz,"Wi-Fi, USB, HDMI",Wall Mount,Yes,India,17 kg 800 g,TCL 138.8 cm (55 inches) ONKYO Soundbar Series 4K Ultra HD Certified Android Smart QLED TV 55C815 (Metallic Black)  ,4.2 out of 5 stars,"61,490",https://amazon.in/TCL-Certified-Android-55C815-Metallic/dp/B08B6FRGF9/ref=sr_1_165?keywords=tv&qid=1660812310&sr=8-165,2 AAA batteries required. (included),,,16:9,5000:1,20 Watts,Yes,Lithium Ion,,Yes,C815,DVB-T2/NTSC/PAL/SECAM,,Comes with navigation keys on the remote for better functions,,,,,,,,6.5 Milliseconds,,,,,,,,,,,,,,,,,,,
210,91,https://images-eu.ssl-images-amazon.com/images/I/51SOQeAyIgL._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Pvt Ltd,QA50LS03AAKLXL,2021.0,22.8 x 112.4 x 67.9 cm; 12.2 Kilograms,QA50LS03AAKLXL,2.5 GB,Tizen,"USB, HDMI",,3840x2160 Pixels,"1N LED TV, 1N Power Cord, 1N Remocon, 2N Stand-Top, 1N OC",1.0,QLED,50 Inches,Quantum HDR + HDR 10+,JPEG,3840 x 2160 pixels,Surround,"Mp3_audio, Wma",Dolby Digital Plus,AC,No,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,12 kg 200 g,Samsung 125 cm (50 inches) The Frame Series 4K Ultra HD Smart QLED TV QA50LS03AAKLXL (Black)  ,4.1 out of 5 stars,"66,990",https://amazon.in/Samsung-inches-Frame-Ultra-QA50LS03AAKLXL/dp/B095P9VVVG/ref=sr_1_166?keywords=tv&qid=1660812310&sr=8-166,,16 GB,178 Degrees,16:09,,20 Watts,No,,2.0,Yes,QA50LS03AAKLXL,DVB-T2,"Voice Assistants | Tap View | Multi View| PC Mode | Universal Guide | Auto Game Mode & Game Motion Plus | Super Ultra Wide Game View & Game Bar | Web Browser | Screen Mirroring | Supported Applications : Prime Video, Hotstar, Netflix, Zee5 and many more","One Click Amazon Prime Video, Netflix and Samsug TV Plus Button Remote| Bixby and Alexa Voice Assistant",Bluetooth | Voice Assistants,,,,9 Feet,,"AVI, MPEG",,,,,,,,,,,,,,,,,,,,
211,92,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,43Y72,2022.0,95.7 x 18.8 x 56.6 cm; 6 Kilograms,43Y72,2 GB,Android,,Mali-450 GPU,3840x2160 Pixels,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",1.0,LED,43 Inches,IPS,"GIF, JPEG",,Surround,"Mp3_audio, Wma",DTS Surround | Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Top,Yes,India,6 kg,Coocaa 108 cm (43 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 43Y72 (Black)  ,3.6 out of 5 stars,"29,999",https://amazon.in/Coocaa-Frameless-Certified-Android-43Y72/dp/B0B45X78VR/ref=sr_1_167?keywords=tv&qid=1660812310&sr=8-167,2 AAA batteries required. (included),16 GB,178 Degrees,16:09,4000:1,30 Watts,Yes,Lithium Ion,2.0,Yes,43Y72,PAL,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,"IR, Bluetooth",High Brightness,200 Volts,100 Watts,10 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,"Android, Iphone",,,,,,,,,,,,,,,,,
212,93,https://images-eu.ssl-images-amazon.com/images/I/51CCCa4fCSL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,XR-55A80K,2022.0,122.7 x 5.3 x 71.2 cm; 17.9 Kilograms,XR-55A80K,,Android,"Ethernet, Composite Video, Bluetooth 5",XR Cognitive Processor,3840 x 2160 Pixels,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1.0,LED,55 Inches,4K HDR,"TIFF, JPEG",,Surround,"Mp3_audio, Wma",Dolby Atmos,AC,Yes,120 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,17 kg 900 g,Sony Bravia 139 cm (55 inches) XR Series 4K Ultra HD Smart OLED Google TV XR-55A80K (Black)  ,4.7 out of 5 stars,"1,84,290",https://amazon.in/Sony-Bravia-inches-Google-XR-55A80K/dp/B09ZLMV9V4/ref=sr_1_168?keywords=tv&qid=1660812310&sr=8-168,2 AAA batteries required. (included),,178 Degrees,16:09,,50 Watts,Yes,Alkaline,2.0,Yes,Bravia,DVB-T,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",,240 Volts,306 Watts,4.5 Feet,178 Degrees,"AVI, MPEG",,No,"Android Phone, Home theatre, IPhone",120 Hz,,,,,,,,,,,,,,,,
213,94,https://images-eu.ssl-images-amazon.com/images/I/51z3WdjMKVL._SY300_SX300_QL70_ML2_.jpg,TCL,Bhagwati Products Ltd.,65P615,2020.0,145.7 x 4.7 x 84.3 cm; 17.2 Kilograms,65P615,2,Android,"USB, HDMI",Mali4703 600MHz~800MHz,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries",1.0,LED,65 Inches,A+,"TIFF, GIF, PNG, RAW, JPEG",3840 x 2160 pixels,Surround,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 hertz,Wi-Fi,Wall Mount,Yes,,17 kg 200 g,TCL 164 cm (65 inches) 4K Ultra HD Certified Android Smart LED TV 65P615 (Black)  ,4.3 out of 5 stars,"63,299",https://amazon.in/TCL-inches-Certified-Android-65P615/dp/B08FD43LK3/ref=sr_1_169?keywords=tv&qid=1660812310&sr=8-169,2 AAA batteries required. (included),,,16:9,4000:1,,Yes,Lithium Ion,2.0,,P615 4K Android,DVB-T2/NTSC/PAL/SECAM,,,,,,24 Watts,12 Feet,,"AVI, DVD, MPEG, WAV, WMA",6.5 Milliseconds,,,,,,,,,,,,,,,,,,,
